-5.0e0 -5.0e0 1.0e1 1.0e1
-4.58334e0 -5.0e0 9.58334e0 9.58334e0
-4.16668e0 -5.0e0 9.16668e0 9.16668e0
-3.75002e0 -5.0e0 8.75002e0 8.75002e0
-3.33336e0 -5.0e0 8.33336e0 8.33336e0
-2.9167e0 -5.0e0 7.9167e0 7.9167e0
-2.50004e0 -5.0e0 7.50004e0 7.50004e0
-2.08338e0 -5.0e0 7.08338e0 7.08338e0
-1.66672e0 -5.0e0 6.66672e0 6.66672e0
-1.25006e0 -5.0e0 6.25006e0 6.25006e0
-8.334e-1 -5.0e0 5.8334e0 5.8334e0
-4.1673999e-1 -5.0e0 5.41674e0 5.41674e0
-7.999e-5 -5.0e0 5.00008e0 5.00008e0
4.1658002e-1 -5.0e0 5.4165799e0 5.4165799e0
8.3324002e-1 -5.0e0 5.8332399e0 5.8332399e0
1.24990002e0 -5.0e0 6.2499e0 6.2499e0
1.66656e0 -5.0e0 6.66656e0 6.66656e0
2.08322e0 -5.0e0 7.08322e0 7.08322e0
2.49988e0 -5.0e0 7.49988e0 7.49988e0
2.91654e0 -5.0e0 7.91654e0 7.91654e0
3.3332e0 -5.0e0 8.3332e0 8.3332e0
3.7498601e0 -5.0e0 8.7498601e0 8.7498601e0
4.1665201e0 -5.0e0 9.1665201e0 9.1665201e0
4.5831801e0 -5.0e0 9.5831801e0 9.5831801e0
4.9998401e0 -5.0e0 9.9998401e0 9.9998401e0

-5.0e0 -4.58334e0 9.58334e0 9.58334e0
-4.58334e0 -4.58334e0 9.16668e0 9.16668e0
-4.16668e0 -4.58334e0 8.75002e0 8.75002e0
-3.75002e0 -4.58334e0 8.33336e0 8.33336e0
-3.33336e0 -4.58334e0 7.9167e0 7.9167e0
-2.9167e0 -4.58334e0 7.50004e0 7.50004e0
-2.50004e0 -4.58334e0 7.08338e0 7.08338e0
-2.08338e0 -4.58334e0 6.66672e0 6.66672e0
-1.66672e0 -4.58334e0 6.25006e0 6.25006e0
-1.25006e0 -4.58334e0 5.8334e0 5.8334e0
-8.334e-1 -4.58334e0 5.41674e0 5.41674e0
-4.1673999e-1 -4.58334e0 5.00008e0 5.00008e0
-7.999e-5 -4.58334e0 4.58342e0 4.58342e0
4.1658002e-1 -4.58334e0 4.9999199e0 4.9999199e0
8.3324002e-1 -4.58334e0 5.4165799e0 5.4165799e0
1.24990002e0 -4.58334e0 5.83324e0 5.83324e0
1.66656e0 -4.58334e0 6.2499e0 6.2499e0
2.08322e0 -4.58334e0 6.66656e0 6.66656e0
2.49988e0 -4.58334e0 7.08322e0 7.08322e0
2.91654e0 -4.58334e0 7.49988e0 7.49988e0
3.3332e0 -4.58334e0 7.91654e0 7.91654e0
3.7498601e0 -4.58334e0 8.3332e0 8.3332e0
4.1665201e0 -4.58334e0 8.7498601e0 8.7498601e0
4.5831801e0 -4.58334e0 9.1665201e0 9.1665201e0
4.9998401e0 -4.58334e0 9.5831801e0 9.5831801e0

-5.0e0 -4.16668e0 9.16668e0 9.16668e0
-4.58334e0 -4.16668e0 8.75002e0 8.75002e0
-4.16668e0 -4.16668e0 8.33336e0 8.33336e0
-3.75002e0 -4.16668e0 7.9167e0 7.9167e0
-3.33336e0 -4.16668e0 7.50004e0 7.50004e0
-2.9167e0 -4.16668e0 7.08338e0 7.08338e0
-2.50004e0 -4.16668e0 6.66672e0 6.66672e0
-2.08338e0 -4.16668e0 6.25006e0 6.25006e0
-1.66672e0 -4.16668e0 5.8334e0 5.8334e0
-1.25006e0 -4.16668e0 5.41674e0 5.41674e0
-8.334e-1 -4.16668e0 5.00008e0 5.00008e0
-4.1673999e-1 -4.16668e0 4.58342e0 4.58342e0
-7.999e-5 -4.16668e0 4.16676e0 4.16676e0
4.1658002e-1 -4.16668e0 4.5832599e0 4.5832599e0
8.3324002e-1 -4.16668e0 4.9999199e0 4.9999199e0
1.24990002e0 -4.16668e0 5.41658e0 5.41658e0
1.66656e0 -4.16668e0 5.83324e0 5.83324e0
2.08322e0 -4.16668e0 6.2499e0 6.2499e0
2.49988e0 -4.16668e0 6.66656e0 6.66656e0
2.91654e0 -4.16668e0 7.08322e0 7.08322e0
3.3332e0 -4.16668e0 7.49988e0 7.49988e0
3.7498601e0 -4.16668e0 7.91654e0 7.91654e0
4.1665201e0 -4.16668e0 8.3332e0 8.3332e0
4.5831801e0 -4.16668e0 8.7498601e0 8.7498601e0
4.9998401e0 -4.16668e0 9.1665201e0 9.1665201e0

-5.0e0 -3.75002e0 8.75002e0 8.75002e0
-4.58334e0 -3.75002e0 8.33336e0 8.33336e0
-4.16668e0 -3.75002e0 7.9167e0 7.9167e0
-3.75002e0 -3.75002e0 7.50004e0 7.50004e0
-3.33336e0 -3.75002e0 7.08338e0 7.08338e0
-2.9167e0 -3.75002e0 6.66672e0 6.66672e0
-2.50004e0 -3.75002e0 6.25006e0 6.25006e0
-2.08338e0 -3.75002e0 5.8334e0 5.8334e0
-1.66672e0 -3.75002e0 5.41674e0 5.41674e0
-1.25006e0 -3.75002e0 5.00008e0 5.00008e0
